hcp_id,hcp_name,specialty,segment,territory,region,total_prescriptions,total_units_dispensed,average_monthly_prescriptions,active_months,product_breadth,total_calls,total_samples_received,average_call_duration,called_product_breadth,last_call_date,prescriptions_per_call,days_since_last_call,no_call_flag,recent_3m_units,previous_3m_units,recent_growth_pct,cluster_id,hcp_segment,segment_strategy,prescription_momentum,efficiency_for_scoring,value_score,momentum_score,low_call_score,recency_gap_score,undercoverage_score,efficiency_score,breadth_score,opportunity_score,segment_priority_rank,segment_score_percentile,priority_tier,recommended_action
H0371,Dr. HCP_0371,Neurologist,A,South-1,South,106,4006,10.6,10,5,13,51,19.62,5,2026-02-21,8.15,38,0,1337,1143,16.97,2,Efficient High-Value,Prioritize selective engagement and expansion,0.1566450687484302,8.15,0.74,0.652,0.655,0.793,0.724,0.92,0.638,73.52,6,0.9382716049382716,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0372,Dr. HCP_0372,Neurologist,A,Central-2,Central,59,2479,5.9,10,4,7,28,19.43,4,2026-03-30,8.43,1,0,954,593,60.88,2,Efficient High-Value,Prioritize selective engagement and expansion,0.4748320211180852,8.43,0.538,0.868,0.815,0.092,0.45349999999999996,0.926,0.213,60.86,52,0.35185185185185186,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0373,Dr. HCP_0373,Oncologist,A,North-2,North,191,8475,19.1,10,5,22,103,17.64,5,2026-03-27,8.68,4,0,2189,2720,-19.52,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.21709791597269934,8.68,0.974,0.276,0.41400000000000003,0.262,0.338,0.939,0.638,63.65,42,0.49382716049382713,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0374,Dr. HCP_0374,General Physician,B,West-1,West,60,2320,6.0,10,5,17,60,21.35,5,2026-03-18,3.53,13,0,690,866,-20.32,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.22689915301287122,3.53,0.494,0.266,0.522,0.561,0.5415000000000001,0.574,0.638,48.67,83,0.575,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0375,Dr. HCP_0375,Neurologist,A,East-1,East,9,333,0.9,7,2,0,0,0.0,0,,,304,1,136,129,5.43,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.05244647537254288,3.45,0.094,0.554,0.943,0.945,0.944,0.501,0.092,45.93,12,0.8035714285714286,High Priority,Validate prescribing potential and consider initiating outreach
H0376,Dr. HCP_0376,Cardiologist,B,East-2,East,47,1746,4.7,10,5,19,74,18.84,5,2026-03-20,2.47,11,0,500,634,-21.14,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.23701889780782714,2.47,0.378,0.254,0.46499999999999997,0.5,0.4825,0.303,0.638,39.41,146,0.25,Low Priority,Monitor growth before increasing field engagement
H0377,Dr. HCP_0377,General Physician,C,South-1,South,61,2474,6.1,10,5,46,173,18.43,5,2026-03-25,1.33,6,0,916,462,98.27,0,Established High-Value,Maintain engagement and protect existing value,0.6833804181702305,1.33,0.534,0.942,0.118,0.356,0.237,0.108,0.638,48.78,101,0.36809815950920244,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0378,Dr. HCP_0378,Cardiologist,A,South-2,South,150,6232,15.0,10,5,21,63,18.33,5,2026-03-04,7.14,27,0,2098,1587,32.2,2,Efficient High-Value,Prioritize selective engagement and expansion,0.27898567801355245,7.14,0.916,0.752,0.43400000000000005,0.746,0.5900000000000001,0.888,0.638,76.97,2,0.9876543209876543,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0379,Dr. HCP_0379,Pulmonologist,C,Central-1,Central,80,3269,8.0,10,5,46,207,22.63,5,2026-03-28,1.74,3,0,1076,803,34.0,0,Established High-Value,Maintain engagement and protect existing value,0.2923354079774221,1.74,0.662,0.766,0.118,0.212,0.16499999999999998,0.21,0.638,48.84,100,0.37423312883435583,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0380,Dr. HCP_0380,Neurologist,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0381,Dr. HCP_0381,Neurologist,A,West-1,West,77,3050,7.7,10,4,10,50,22.9,4,2026-03-23,7.7,8,0,1053,1058,-0.47,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.0047326165000987075,7.7,0.626,0.46,0.74,0.431,0.5855,0.904,0.213,58.31,58,0.2716049382716049,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0382,Dr. HCP_0382,General Physician,B,Central-2,Central,34,1275,3.4,10,4,7,27,17.43,3,2025-12-21,4.86,100,0,263,607,-56.67,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.8342257788198513,4.86,0.272,0.044,0.815,0.874,0.8445,0.772,0.213,43.86,115,0.405,Low Priority,Monitor growth before increasing field engagement
H0383,Dr. HCP_0383,Endocrinologist,B,North-1,North,96,3950,9.6,10,5,31,128,17.77,5,2026-03-30,3.1,1,0,1151,1199,-4.0,0,Established High-Value,Maintain engagement and protect existing value,-0.04082199452025481,3.1,0.738,0.428,0.28300000000000003,0.092,0.1875,0.371,0.638,47.33,106,0.3374233128834356,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0384,Dr. HCP_0384,Pulmonologist,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0385,Dr. HCP_0385,Endocrinologist,C,North-1,North,80,3114,8.0,10,5,58,198,18.84,5,2026-03-31,1.38,0,0,1374,833,64.95,0,Established High-Value,Maintain engagement and protect existing value,0.4999756077419244,1.38,0.64,0.884,0.051000000000000045,0.029,0.04000000000000002,0.118,0.638,46.03,113,0.294478527607362,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0386,Dr. HCP_0386,General Physician,C,Central-2,Central,31,1406,3.1,10,4,17,96,18.18,5,2026-03-18,1.82,13,0,575,295,94.92,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6657482063718314,1.82,0.302,0.928,0.522,0.561,0.5415000000000001,0.232,0.213,46.77,92,0.53,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0387,Dr. HCP_0387,Endocrinologist,B,North-2,North,122,5194,12.2,10,5,30,116,18.4,5,2026-03-08,4.07,23,0,1747,1580,10.57,0,Established High-Value,Maintain engagement and protect existing value,0.10041471900600829,4.07,0.84,0.614,0.29700000000000004,0.698,0.4975,0.677,0.638,66.45,13,0.9263803680981595,High Priority,Protect existing value and maintain consistent engagement
H0388,Dr. HCP_0388,General Physician,A,North-2,North,92,3502,9.2,10,5,15,57,21.2,5,2026-03-15,6.13,16,0,743,1611,-53.88,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.7731898882334818,6.13,0.698,0.056,0.577,0.61,0.5934999999999999,0.85,0.638,56.03,61,0.2345679012345679,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0389,Dr. HCP_0389,Oncologist,C,West-1,West,23,1048,2.3,9,5,23,89,21.87,5,2026-03-22,1.0,9,0,342,280,22.14,1,Emerging Growth,Nurture growth through targeted follow-ups,0.19937577783219407,1.0,0.22,0.682,0.396,0.454,0.42500000000000004,0.031,0.638,37.71,152,0.22,Low Priority,Monitor growth before increasing field engagement
H0390,Dr. HCP_0390,Endocrinologist,C,East-2,East,20,747,2.0,8,5,21,63,19.38,5,2026-03-30,0.95,1,0,212,331,-35.95,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.4438428032070627,0.95,0.148,0.134,0.43400000000000005,0.092,0.263,0.027,0.638,20.48,194,0.01,Low Priority,Monitor growth before increasing field engagement
H0391,Dr. HCP_0391,General Physician,C,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0392,Dr. HCP_0392,Neurologist,B,Central-2,Central,55,2444,5.5,10,5,14,56,17.86,5,2026-03-29,3.93,2,0,874,852,2.58,1,Emerging Growth,Nurture growth through targeted follow-ups,0.0254643388659348,3.93,0.524,0.536,0.615,0.158,0.3865,0.651,0.638,52.25,54,0.73,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0393,Dr. HCP_0393,Endocrinologist,B,North-1,North,102,4316,10.2,10,5,32,123,18.38,5,2026-03-24,3.19,7,0,1186,1338,-11.36,0,Established High-Value,Maintain engagement and protect existing value,-0.12049395108150396,3.19,0.766,0.346,0.269,0.399,0.334,0.393,0.638,50.52,90,0.43558282208588955,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0394,Dr. HCP_0394,Cardiologist,C,Central-2,Central,34,1447,3.4,10,4,23,102,21.09,5,2026-03-17,1.48,14,0,389,364,6.87,1,Emerging Growth,Nurture growth through targeted follow-ups,0.06624938554120074,1.48,0.314,0.566,0.396,0.582,0.489,0.141,0.213,37.21,153,0.215,Low Priority,Monitor growth before increasing field engagement
H0395,Dr. HCP_0395,Oncologist,B,East-1,East,3,114,0.3,3,2,0,0,0.0,0,,,304,1,35,42,-16.67,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.17768117723745247,3.45,0.056,0.31,0.943,0.945,0.944,0.501,0.092,39.91,18,0.42857142857142855,Low Priority,Deprioritize until meaningful prescription activity appears
H0396,Dr. HCP_0396,Neurologist,C,West-2,West,33,1264,3.3,9,5,19,66,19.53,5,2026-03-14,1.74,17,0,443,281,57.65,1,Emerging Growth,Nurture growth through targeted follow-ups,0.45391749149411087,1.74,0.268,0.858,0.46499999999999997,0.622,0.5435,0.21,0.638,48.32,85,0.565,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0397,Dr. HCP_0397,Pulmonologist,C,West-1,West,36,1471,3.6,10,5,29,103,20.76,5,2026-03-08,1.24,23,0,442,365,21.1,1,Emerging Growth,Nurture growth through targeted follow-ups,0.1909364366437698,1.24,0.318,0.678,0.31299999999999994,0.698,0.5055,0.084,0.638,43.38,119,0.385,Low Priority,Monitor growth before increasing field engagement
H0398,Dr. HCP_0398,Cardiologist,B,Central-1,Central,124,4627,12.4,10,5,29,108,24.45,5,2026-03-30,4.28,1,0,1418,1086,30.57,0,Established High-Value,Maintain engagement and protect existing value,0.26653079003883295,4.28,0.786,0.74,0.31299999999999994,0.092,0.20249999999999996,0.712,0.638,60.5,36,0.7852760736196319,Medium Priority,Continue the current engagement cadence
H0399,Dr. HCP_0399,Cardiologist,C,West-1,West,24,971,2.4,10,5,20,89,20.35,5,2026-03-20,1.2,11,0,317,226,40.27,1,Emerging Growth,Nurture growth through targeted follow-ups,0.337101365298774,1.2,0.198,0.802,0.44799999999999995,0.5,0.474,0.068,0.638,41.23,133,0.315,Low Priority,Monitor growth before increasing field engagement
H0400,Dr. HCP_0400,Oncologist,C,Central-2,Central,22,886,2.2,9,5,13,52,20.92,4,2026-03-09,1.69,22,0,376,306,22.88,1,Emerging Growth,Nurture growth through targeted follow-ups,0.20539743986081405,1.69,0.184,0.69,0.655,0.682,0.6685000000000001,0.195,0.638,45.34,103,0.465,Low Priority,Monitor growth before increasing field engagement
H0401,Dr. HCP_0401,Endocrinologist,A,North-1,North,107,4072,10.7,10,5,15,76,21.67,4,2026-03-07,7.13,24,0,1397,1307,6.89,2,Efficient High-Value,Prioritize selective engagement and expansion,0.06654339077661131,7.13,0.748,0.568,0.577,0.716,0.6465,0.885,0.638,69.62,20,0.7654320987654321,Medium Priority,Review for incremental engagement without excessive call frequency
H0402,Dr. HCP_0402,Cardiologist,C,Central-2,Central,19,861,1.9,8,5,24,80,23.54,5,2026-01-26,0.79,64,0,294,468,-37.18,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.46362741210645897,0.79,0.182,0.126,0.38,0.842,0.611,0.004,0.638,29.7,175,0.105,Low Priority,Monitor growth before increasing field engagement
H0403,Dr. HCP_0403,Pulmonologist,B,South-2,South,216,8259,21.6,10,5,52,186,18.48,5,2026-03-27,4.15,4,0,3486,2243,55.42,0,Established High-Value,Maintain engagement and protect existing value,0.44078178003306423,4.15,0.966,0.85,0.08399999999999996,0.262,0.173,0.694,0.638,67.1,10,0.9447852760736196,High Priority,Protect existing value and maintain consistent engagement
H0404,Dr. HCP_0404,Pulmonologist,C,South-1,South,48,1879,4.8,10,5,38,130,20.11,5,2026-03-28,1.26,3,0,487,668,-27.1,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.3154686542750813,1.26,0.408,0.21,0.20299999999999996,0.212,0.20749999999999996,0.089,0.638,29.34,178,0.09,Low Priority,Monitor growth before increasing field engagement
H0405,Dr. HCP_0405,Cardiologist,B,East-2,East,36,1405,3.6,10,5,13,66,17.31,5,2026-03-26,2.77,5,0,584,441,32.43,1,Emerging Growth,Nurture growth through targeted follow-ups,0.28030196515415895,2.77,0.3,0.754,0.655,0.311,0.483,0.333,0.638,47.53,88,0.55,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0406,Dr. HCP_0406,General Physician,C,West-2,West,28,1232,2.8,9,5,17,49,19.53,5,2026-03-27,1.65,4,0,520,386,34.72,1,Emerging Growth,Nurture growth through targeted follow-ups,0.29732534872358496,1.65,0.262,0.77,0.522,0.262,0.392,0.18,0.638,42.14,126,0.35,Low Priority,Monitor growth before increasing field engagement
H0407,Dr. HCP_0407,Endocrinologist,B,South-1,South,89,3573,8.9,10,5,38,204,19.63,5,2026-03-31,2.34,0,0,756,1096,-31.02,0,Established High-Value,Maintain engagement and protect existing value,-0.3709712068377815,2.34,0.7,0.166,0.20299999999999996,0.029,0.11599999999999998,0.294,0.638,38.01,145,0.09815950920245399,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0408,Dr. HCP_0408,General Physician,A,Central-1,Central,101,3702,10.1,10,5,14,41,18.64,5,2026-03-25,7.21,6,0,999,1250,-20.08,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.22394323148477469,7.21,0.714,0.272,0.615,0.356,0.4855,0.89,0.638,58.73,56,0.2962962962962963,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0409,Dr. HCP_0409,Neurologist,C,Central-1,Central,52,2121,5.2,10,5,49,211,19.57,5,2026-03-26,1.06,5,0,881,528,66.86,0,Established High-Value,Maintain engagement and protect existing value,0.5112036241484921,1.06,0.466,0.886,0.10099999999999998,0.311,0.206,0.04,0.638,43.83,126,0.2147239263803681,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0410,Dr. HCP_0410,Oncologist,A,North-2,North,157,6494,15.7,10,5,20,81,23.15,5,2026-03-30,7.85,1,0,1615,2058,-21.53,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.24226646794674878,7.85,0.924,0.248,0.44799999999999995,0.092,0.26999999999999996,0.908,0.638,59.43,54,0.32098765432098764,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0411,Dr. HCP_0411,Cardiologist,B,West-1,West,83,3627,8.3,10,5,14,56,17.86,5,2026-02-05,5.93,54,0,1132,958,18.16,2,Efficient High-Value,Prioritize selective engagement and expansion,0.166733186144568,5.93,0.708,0.662,0.615,0.825,0.72,0.842,0.638,71.49,10,0.8888888888888888,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0412,Dr. HCP_0412,Pulmonologist,C,North-2,North,84,3311,8.4,10,5,65,228,20.49,5,2026-03-24,1.29,7,0,1103,614,79.64,0,Established High-Value,Maintain engagement and protect existing value,0.5850729590305228,1.29,0.667,0.902,0.030000000000000027,0.399,0.21450000000000002,0.098,0.638,51.26,85,0.4723926380368098,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0413,Dr. HCP_0413,Oncologist,C,Central-2,Central,22,906,2.2,10,5,18,68,18.06,5,2026-03-08,1.22,23,0,233,534,-56.37,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.8269456315383046,1.22,0.19,0.046,0.492,0.698,0.595,0.075,0.638,29.0,179,0.085,Low Priority,Monitor growth before increasing field engagement
H0414,Dr. HCP_0414,Cardiologist,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0415,Dr. HCP_0415,Pulmonologist,B,North-1,North,104,4069,10.4,10,5,29,113,22.93,5,2026-03-16,3.59,15,0,763,1646,-53.65,0,Established High-Value,Maintain engagement and protect existing value,-0.7681429410111198,3.59,0.746,0.058,0.31299999999999994,0.597,0.45499999999999996,0.58,0.638,50.0,91,0.4294478527607362,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0416,Dr. HCP_0416,Oncologist,B,Central-2,Central,38,1531,3.8,10,5,11,36,17.09,5,2026-03-07,3.45,24,0,272,620,-56.13,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.821859286748519,3.45,0.334,0.048,0.716,0.716,0.716,0.501,0.638,42.78,123,0.365,Low Priority,Monitor growth before increasing field engagement
H0417,Dr. HCP_0417,Oncologist,B,North-2,North,127,5512,12.7,10,5,38,136,20.47,5,2026-03-22,3.34,9,0,1995,1147,73.93,0,Established High-Value,Maintain engagement and protect existing value,0.5531238799918983,3.34,0.866,0.898,0.20299999999999996,0.454,0.3285,0.422,0.638,64.86,16,0.9079754601226994,High Priority,Protect existing value and maintain consistent engagement
H0418,Dr. HCP_0418,Oncologist,B,South-2,South,125,4987,12.5,10,5,29,114,20.59,5,2026-03-30,4.31,1,0,1462,1415,3.32,0,Established High-Value,Maintain engagement and protect existing value,0.03265312676645937,4.31,0.818,0.544,0.31299999999999994,0.092,0.20249999999999996,0.719,0.638,57.65,47,0.7177914110429447,Medium Priority,Continue the current engagement cadence
H0419,Dr. HCP_0419,Cardiologist,B,Central-1,Central,102,4068,10.2,10,5,29,99,18.66,5,2026-03-26,3.52,5,0,1158,1051,10.18,0,Established High-Value,Maintain engagement and protect existing value,0.0968644500420961,3.52,0.744,0.608,0.31299999999999994,0.311,0.31199999999999994,0.572,0.638,57.24,52,0.6871165644171779,Medium Priority,Continue the current engagement cadence
H0420,Dr. HCP_0420,General Physician,C,East-1,East,8,347,0.8,7,2,0,0,0.0,0,,,304,1,78,85,-8.24,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.08489944378648584,3.45,0.096,0.396,0.943,0.945,0.944,0.501,0.092,42.83,13,0.7857142857142857,Medium Priority,Review prescription activity before allocating field effort
H0421,Dr. HCP_0421,Pulmonologist,C,South-2,South,105,4498,10.5,10,5,72,326,18.1,5,2026-03-24,1.46,7,0,1301,1180,10.25,0,Established High-Value,Maintain engagement and protect existing value,0.09754000657115203,1.46,0.78,0.612,0.017000000000000015,0.399,0.20800000000000002,0.133,0.638,49.22,97,0.39263803680981596,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0422,Dr. HCP_0422,Neurologist,C,North-2,North,61,2669,6.1,10,5,44,169,20.02,5,2026-03-29,1.39,2,0,933,682,36.8,0,Established High-Value,Maintain engagement and protect existing value,0.31298157865805276,1.39,0.574,0.786,0.133,0.158,0.14550000000000002,0.123,0.638,44.8,120,0.25153374233128833,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0423,Dr. HCP_0423,Neurologist,A,Central-1,Central,116,4677,11.6,10,5,17,78,20.12,5,2026-01-25,6.82,65,0,1568,1209,29.69,2,Efficient High-Value,Prioritize selective engagement and expansion,0.259818114142246,6.82,0.794,0.736,0.522,0.849,0.6855,0.874,0.638,75.17,3,0.9753086419753086,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0424,Dr. HCP_0424,Pulmonologist,B,East-2,East,47,1842,4.7,10,5,14,52,21.43,5,2026-02-21,3.36,38,0,625,347,80.12,1,Emerging Growth,Nurture growth through targeted follow-ups,0.5871478913256238,3.36,0.392,0.904,0.615,0.793,0.704,0.424,0.638,60.18,24,0.88,High Priority,Prioritize targeted follow-ups to support continued growth
H0425,Dr. HCP_0425,Cardiologist,A,South-2,South,141,5556,14.1,10,5,25,95,20.88,5,2026-03-26,5.64,5,0,1527,1938,-21.21,0,Established High-Value,Maintain engagement and protect existing value,-0.2382126855161859,5.64,0.87,0.252,0.364,0.311,0.3375,0.827,0.638,58.36,40,0.7607361963190185,Medium Priority,Continue the current engagement cadence
H0426,Dr. HCP_0426,Endocrinologist,B,East-1,East,2,66,0.2,2,1,0,0,0.0,0,,,304,1,25,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,3.258096538021482,3.45,0.046,0.992,0.943,0.945,0.944,0.501,0.054,52.87,10,0.8392857142857143,High Priority,Validate prescribing potential and consider initiating outreach
H0427,Dr. HCP_0427,Endocrinologist,B,Central-2,Central,44,1853,4.4,10,5,14,63,21.86,5,2026-03-29,3.14,2,0,882,449,96.44,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6740776178395942,3.14,0.396,0.932,0.615,0.158,0.3865,0.381,0.638,52.28,53,0.735,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0428,Dr. HCP_0428,General Physician,C,South-1,South,69,2657,6.9,10,5,34,148,19.76,5,2026-03-26,2.03,5,0,605,927,-34.74,0,Established High-Value,Maintain engagement and protect existing value,-0.4261517467168865,2.03,0.57,0.148,0.243,0.311,0.277,0.264,0.638,37.33,146,0.09202453987730061,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0429,Dr. HCP_0429,Neurologist,B,West-2,West,54,2287,5.4,10,5,15,67,19.93,5,2026-03-25,3.6,6,0,648,860,-24.65,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.28266178772364015,3.6,0.492,0.228,0.577,0.356,0.46649999999999997,0.583,0.638,46.11,96,0.505,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0430,Dr. HCP_0430,General Physician,A,Central-2,Central,31,1144,3.1,10,2,3,8,18.33,2,2026-01-30,10.33,60,0,299,426,-29.81,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.3530015385724239,10.33,0.244,0.174,0.87,0.837,0.8534999999999999,0.972,0.092,47.64,73,0.08641975308641975,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0431,Dr. HCP_0431,Endocrinologist,A,East-2,East,75,3003,7.5,10,5,8,30,19.25,4,2026-03-24,9.38,7,0,1030,670,53.73,2,Efficient High-Value,Prioritize selective engagement and expansion,0.42951534704527816,9.38,0.618,0.844,0.787,0.399,0.593,0.956,0.638,70.96,11,0.8765432098765432,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0432,Dr. HCP_0432,Oncologist,C,North-2,North,93,3789,9.3,10,5,54,225,19.91,5,2026-03-31,1.72,0,0,1560,789,97.72,0,Established High-Value,Maintain engagement and protect existing value,0.6810489750543649,1.72,0.724,0.938,0.07199999999999995,0.029,0.050499999999999975,0.204,0.638,51.18,86,0.46319018404907975,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0433,Dr. HCP_0433,Pulmonologist,B,East-1,East,9,376,0.9,7,2,0,0,0.0,0,,,304,1,175,81,116.05,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.763764747773898,3.45,0.102,0.956,0.943,0.945,0.944,0.501,0.092,54.22,4,0.9464285714285714,High Priority,Validate prescribing potential and consider initiating outreach
H0434,Dr. HCP_0434,Neurologist,A,East-2,East,20,704,2.0,10,4,4,16,23.75,3,2026-01-22,5.0,68,0,209,265,-21.13,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.23638877806423064,5.0,0.142,0.256,0.859,0.857,0.858,0.778,0.213,44.63,110,0.43,Low Priority,Monitor growth before increasing field engagement
H0435,Dr. HCP_0435,Oncologist,A,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0436,Dr. HCP_0436,Cardiologist,C,North-1,North,50,1889,5.0,10,5,54,223,18.15,5,2026-03-30,0.93,1,0,476,614,-22.48,0,Established High-Value,Maintain engagement and protect existing value,-0.25410577691817604,0.93,0.411,0.242,0.07199999999999995,0.092,0.08199999999999998,0.016,0.638,25.84,159,0.006134969325153374,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0437,Dr. HCP_0437,Cardiologist,A,East-1,East,5,235,0.5,5,1,0,0,0.0,0,,,304,1,78,100,-22.0,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.24567266437423818,3.45,0.082,0.246,0.943,0.945,0.944,0.501,0.054,39.04,19,0.4107142857142857,Low Priority,Deprioritize until meaningful prescription activity appears
H0438,Dr. HCP_0438,Neurologist,C,Central-2,Central,30,1279,3.0,9,5,17,62,17.65,5,2026-02-05,1.76,54,0,343,430,-20.23,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.22546643273034928,1.76,0.274,0.268,0.522,0.825,0.6735,0.218,0.638,40.07,140,0.28,Low Priority,Monitor growth before increasing field engagement
H0439,Dr. HCP_0439,Neurologist,C,West-2,West,26,1017,2.6,10,4,19,79,24.42,5,2026-03-17,1.37,14,0,391,241,62.24,1,Emerging Growth,Nurture growth through targeted follow-ups,0.4823241136337755,1.37,0.212,0.874,0.46499999999999997,0.582,0.5235,0.116,0.213,40.8,136,0.3,Low Priority,Monitor growth before increasing field engagement
H0440,Dr. HCP_0440,Neurologist,A,West-2,West,16,604,1.6,9,3,4,7,16.5,3,2026-03-12,4.0,19,0,191,174,9.77,1,Emerging Growth,Nurture growth through targeted follow-ups,0.09270939810426704,4.0,0.128,0.602,0.859,0.651,0.755,0.665,0.13,46.03,97,0.5,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0441,Dr. HCP_0441,Neurologist,A,East-2,East,27,986,2.7,10,2,2,6,10.0,1,2026-03-13,13.5,18,0,247,289,-14.53,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.15645217681553714,13.5,0.204,0.322,0.881,0.637,0.759,0.993,0.092,47.35,75,0.06172839506172839,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0442,Dr. HCP_0442,Endocrinologist,C,Central-1,Central,50,2015,5.0,10,5,53,161,21.51,5,2026-03-30,0.94,1,0,547,636,-13.99,0,Established High-Value,Maintain engagement and protect existing value,-0.15049436862414733,0.94,0.438,0.328,0.07799999999999996,0.092,0.08499999999999998,0.022,0.638,28.54,157,0.018404907975460124,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0443,Dr. HCP_0443,Cardiologist,B,West-2,West,75,2814,7.5,10,5,18,60,20.06,5,2026-03-14,4.17,17,0,621,1036,-40.06,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.5111471154903482,4.17,0.592,0.106,0.492,0.622,0.5569999999999999,0.698,0.638,50.65,65,0.6725,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0444,Dr. HCP_0444,Neurologist,B,North-2,North,155,5758,15.5,10,5,43,175,22.33,5,2026-03-23,3.6,8,0,1771,1579,12.16,0,Established High-Value,Maintain engagement and protect existing value,0.11468400514401367,3.6,0.886,0.626,0.14300000000000002,0.431,0.28700000000000003,0.583,0.638,61.4,31,0.8159509202453987,High Priority,Protect existing value and maintain consistent engagement
